-0.22316	 0.51630 	 -1.16315	 
-0.35669	 0.46798 	 -1.02960	 
-0.51084	 0.40895 	 -0.87546	 
-0.69317	 0.33545 	 -0.69313	 
-0.91632	 0.24116 	 -0.46997	 
-1.20401	 0.11422 	 -0.18229	 
-1.60949	 -0.07199 	 0.22319	 

