0.00001  1.00000 
0.05001  0.98742 
0.10001  0.97468 
0.15001  0.96177 
0.20001  0.94868 
0.25001  0.93541 
0.30001  0.92195 
0.35001  0.90829 
0.40001  0.89442 
0.45001  0.88034 
0.50001  0.86602 
0.55001  0.85147 
0.60001  0.83666 
0.65001  0.82158 
0.70001  0.80622 
0.75001  0.79057 
0.80001  0.77459 
0.85001  0.75828 
0.90001  0.74162 
0.95001  0.72457 
1.00001  0.70710 
1.05001  0.68920 
1.10001  0.67082 
1.15001  0.65192 
1.20001  0.63245 
1.25001  0.61237 
1.30001  0.59160 
1.35001  0.57008 
1.40001  0.54772 
1.45001  0.52440 
1.50001  0.49999 
1.55001  0.47434 
1.60001  0.44721 
1.65001  0.41832 
1.70001  0.38729 
1.75001  0.35355 
1.80001  0.31622 
1.85001  0.27385 
1.90001  0.22360 
1.95001  0.15810 
2.00001  0.00000 
2.05001  0.00000 
2.10001  0.00000 
2.15001  0.00000 
2.20001  0.00000 
2.25001  0.00000 
2.30001  0.00000 
2.35001  0.00000 
2.40001  0.00000 
2.45001  0.00000 
2.50001  0.00000 
2.55001  0.00000 
2.60001  0.00000 
2.65001  0.00000 
2.70001  0.00000 
2.75001  0.00000 
2.80001  0.00000 
2.85001  0.00000 
2.90001  0.00000 
2.95001  0.00000 
3.00001  0.00000 
3.05001  0.00000 
